testing: bg random sentences from data 
   1,  75
   1,  32
testing: fr random sentences from data 
   1,  20
   1,  22
   1,  30
   1,  21
   1,  76
   1,  16
   1,  47
   1,  25
   1,  23
   1,  31
   1,  28
   1,  32
   1,  43
   1,  49
   1,  38
   1,  11
   1,  19
   1,  13
   1,  50
   1,  38
   1,  16
   1,  19
   1,  27
   1,  12
   1,  22
   1,   8
   1,  29
   1,  37
   1,  33
   1,  34
   1,  14
   1,  12
   1,  45
   1,  34
   1,  40
   1,   9
   1,  27
   1,  18
   1,  11
   1,  37
   1,  47
   1,  12
   1,   7
   1,  35
   1,  17
   1,  45
   1,  30
   1,  15
   1,  41
   1,  43
testing: hu random sentences from data 
   1,  43
   1,   7
   1,   8
   1,   9
   1,  16
   1,  31
   1,   9
   1,  28
   1,  28
   1,  25
   1,  15
   1,  15
   1,  64
   1,   7
   1,  10
   1,  32
   1,  14
   1,  25
   1,  15
   1,   9
   1,  17
   1,  28
   1,  16
   1,  27
   1,  29
   1,  14
   1,  31
   1,  15
   1,  13
   1,   9
   1,  31
   1,  67
   1,  20
   1,   6
   1,   9
   1,  15
   1,  16
   1,  49
   1,  10
   1,  14
   1,  41
   1,  38
   1,  29
   1,   7
   1,  13
   1,  30
   1,  11
   1,  10
   1,  15
   1,  12
testing: it random sentences from data 
   1,  15
   1,  25
   1,  49
   1,  30
   1,  25
   1,  18
   1,  15
   1,  19
   1,  22
   1,  15
   1,  21
   1,  47
   1,  22
   1,  19
   1,  14
   1,  14
   1,  47
   1,  18
   1,  36
   0,   6
   1,  29
   1,  17
   1,  10
   1,  17
   1,  12
   1,  86
   1,  27
   1,  12
   1,  27
   1,  27
   1,  12
   1,  32
   1,  27
   1,  21
   1,  24
   1,  37
   1,  10
   1,  21
   1,  37
   1,  54
   1,  12
   1,  28
   1,  37
   1,  36
   1,  26
   1,  26
   1,  13
   1,  15
   1,  13
   1,  14
testing: lt random sentences from data 
   1,  39
   1,   8
   1,  14
   1,  16
   1,  31
   1,   8
   1,   9
   1,  18
   1,   8
   0,   6
   0,  13
   1,  20
   1,  10
   1,  12
   1,  19
   1,  24
   1,  11
   1,  39
   1,  11
   1,   8
   1,  18
   0,  12
   1,  32
   1,   8
   1,   8
   1,  23
   1,  23
   1,  19
   1,  10
   1,   8
   1,  19
   1,   7
   1,  17
   1,  14
   1,  10
   1,  17
   1,  11
   1,  15
   1,  10
   1,  11
   1,  15
   1,  10
   1,   9
   1,  16
   1,   8
   1,   6
   1,  10
   1,   8
   1,  17
   1,   7
testing: lv random sentences from data 
   1,  32
   1,  33
   1,  16
   1, 102
   1,  31
   1,   9
   1,  13
   1,  23
   1,  12
   1,  13
   1,   8
   0,   8
   1,  18
   1,  18
   1,  28
   1,   6
   1,  29
   1,  10
   1,   8
   1,  23
   1,   9
   1,  14
   1,  17
   1,  15
   1,  32
   1,  12
   1,  14
   1,  39
   1,  40
   1,  19
   1,  15
   1,  15
   1,  15
   1,  13
   1,  12
   1,  13
   1,   6
   1,  20
   1,   6
   0,  12
   1,   6
   1,   6
   1,  12
   1,  12
   1,  21
   1,  13
   1,  15
   1,   9
   1,   7
   1,  13
testing: nl random sentences from data 
   1,  18
   1,   8
   1,  67
   1,  15
   1,  10
   1,  20
   1,  17
   1,   7
   1,  17
   1,   7
   1,  47
   1,  11
   1,  27
   1,  34
   1,  22
   1,  25
   1,  12
   1,  22
   1,  28
   1,   6
   1,  17
   1,  79
   1,  38
   1,  27
   1,  14
   1,  19
   1,  14
   1,  15
   1,  17
   1,  19
   1,   7
   1,  28
   1,   8
   1,  23
   1,  15
   1,  30
   1,  20
   1,  19
   1,  19
   1,  22
   1,  19
   1,   8
   1,  20
   1,  22
   1,  20
   1,  28
   1,  20
   1,  20
   1,  18
   1,  14
testing: pl random sentences from data 
   1,  15
   1,  22
   1,  15
   1,   6
   1,  41
   1,   8
   1,  12
   1,   9
   1,  18
   1,  10
   1,  32
   1,   9
   1,  29
   1,  59
   1,  18
   1,  13
   0,  14
   1,  23
   1,  10
   1,  22
   1,  24
   1,   9
   1,   6
   1,  27
   1,  29
   1,  10
   1,  21
   1,  28
   1,  12
   1,  51
   1,  32
   1,  26
   1,  11
   1,  13
   1,   8
   1,  10
   1,  12
   1,  23
   1,  19
   1,  14
   1,  23
   1,   9
   0,   6
   1,  22
   1,  33
   1,  14
   1,   8
   1,   7
   1,  10
   1,  16
testing: pt random sentences from data 
   1,  15
   1,  15
   1,  46
   1,  18
   1,  13
   1,  11
   1,  15
   1,  37
   1,  33
   1,  19
   1,  47
   1,  23
   1,  47
   1,  11
   1,  26
   1,  35
   1,  19
   1,  13
   1,  45
   1,  20
   1,  15
   1,   6
   1,   9
   1,  28
   1,  34
   1,  66
   1,  25
   1,  51
   1,  46
   1,   7
   1,  32
   1,   6
   1,  22
   1,  10
   1,  16
   1,  16
   1,  14
   1,  31
   1,  11
   1,  32
   1,  19
   1,  48
   1,  27
   1,  13
   1,  15
   1,   9
   1,   8
   1,  83
   1,  28
   1,  45
testing: ro random sentences from data 
   1,  11
   1,  27
   1,  23
   1,   8
   0,  11
   1,  19
   1,  68
   0,   7
   1,   9
   1,  30
   0,   9
   1,   7
   1,  14
   1,  14
   1,   6
   1,   7
   1,  23
   1,   8
   0,   6
   1,  22
   1,  30
   1,  16
   1,  13
   1,  13
   0,   7
   1,  20
   1,  19
   1,  21
   1,  22
   1,  21
   0,   6
   1,   7
   1,  30
   1,  14
   1,   7
   1,  13
   1,  12
   0,  10
   1,   7
   1,  14
   1,  18
   1,   9
   1,  31
   1,  21
   1,  10
   1,  15
   1,  10
   1,  92
   1,  20
   1,  33
testing: sk random sentences from data 
   1,  16
   0,   8
   1,  11
   1,  23
   1,  25
   1,  17
   1,  19
   1,  16
   1,  17
   1,  21
   1,  47
   1,  20
   1,  43
   1,  25
   1,  47
   1,  30
   1,  40
   1,  17
   1,  34
   1,   6
   1,  28
   1,   8
   1,  11
   1,  12
   1,  11
   1,  33
   1,   7
   1,   7
   1,  16
   1,  15
   1,  27
   1,  29
   1,  40
   1,  27
   1,  10
   1,  24
   1,  23
   1,  35
   1,  11
   1,  10
   1,  35
   1,  12
   1,  14
   1,  12
   1,  35
   1,   9
   0,  13
   1,  16
   1,  11
   1,  11
testing: sl random sentences from data 
   1,  26
   1,  18
   1,  38
   1,  14
   1,   8
   1,  15
   1,  16
   1,   7
   0,   7
   1,  11
   1,  18
   1,  16
   0,  11
   1,  55
   1,  11
   1,  35
   1,  15
   1,  23
   1,  25
   1,  34
   1,  11
   1,  14
   1,  31
   0,   6
   1,  30
   1,   7
   1,   8
   1,  34
   1,  13
   1,  25
   1,  28
   1,  20
   1,   6
   1,   7
   0,  14
   1,  23
   1,  23
   1,  14
   1,  11
   1,  22
   0,   8
   1,   7
   1,  21
   1,  24
   0,   7
   1,  28
   1,  27
   1,  10
   1,  27
   1,   8
testing: sv random sentences from data, ,
   1,  30
   1,   9
   1,   7
   1,  15
   1,  23
   1,  33
   1,  16
   1,  10
   1,  19
   1,   6
   1,   9
   1,  13
   1,  40
   1,  11
   1,  39
   1,  42
   1,   6
   1,  56
   1,  27
   1,  20
   1,  20
   1,  16
   1,  15
   1,   7
   1,   7
   1,  16
   1,  34
   1,   8
   1,  11
   1,  15
   1,  27
   1,  29
   1,   6
   1,  33
   1,   7
   1,   7
   1,  52
   1,  48
   1,  35
   1,  14
   1,   7
   1,   8
   1,  38
   1,  13
   1,  20
   1,  12
   1,  15
   1,  36
   1,  13
   1,  19
